index,Provider ID,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
3419,440111,TN,37208,6153414490,Acute Care Hospitals,Government - Hospital District or Authority,1,2.0,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Below Average,,Below Average,,Average,,Unknown,Results are not available for this reporting period,"1818 ALBION STREET, NASHVILLE, TN 37208, (36.166135, -86.806327)"
3420,420108,SC,29379,8643012000,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"322 WEST SOUTH STREET, UNION, SC 29379, (34.711438, -81.628668)"
3421,360211,OH,43952,7402837000,Acute Care Hospitals,Voluntary non-profit - Other,1,4.0,,Average,,Above Average,,Average,,Average,,Below Average,,Average,,Average,,"380 SUMMIT AVENUE, STEUBENVILLE, OH 43952, (40.356224, -80.625103)"
3422,361301,OH,43526,4195426692,Critical Access Hospitals,Government - Hospital District or Authority,1,4.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"208 N COLUMBUS ST, HICKSVILLE, OH 43526, (41.30074, -84.756452)"
3423,391308,PA,16407,8146644641,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,"965 SHAMROCK LANE, CORRY, PA 16407, (41.935379, -79.612891)"
3424,370030,OK,74631,5803632311,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,"710 SOUTH 13TH STREET, BLACKWELL, OK 74631, (36.797384, -97.300891)"
3425,340171,NC,28106,7043846500,Acute Care Hospitals,Voluntary non-profit - Other,1,4.0,,Average,,Above Average,,Above Average,,Average,,Above Average,,Average,,Above Average,,"1500 MATTHEWS TWNSHP PRKWY BOX 3310, MATTHEWS, NC 28106, (35.087048, -80.712411)"
3426,330162,NY,10549,9146661200,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Above Average,,Average,,Above Average,,Above Average,,Average,,Average,,"400 EAST MAIN STREET, MOUNT KISCO, NY 10549, (41.196692, -73.724449)"
3427,380009,OR,97239,5034944036,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Average,,Average,,Above Average,,Average,,Below Average,,Below Average,,"3181 SW SAM JACKSON PARK ROAD, PORTLAND, OR 97239, (45.499142, -122.687192)"
3428,420004,SC,29425,8437922300,Acute Care Hospitals,Government - State,1,2.0,,Average,,Below Average,,Below Average,,Above Average,,Average,,Average,,Average,,"169 ASHLEY AVE, CHARLESTON, SC 29425, (32.7854, -79.946559)"
3429,330191,NY,12801,5189261000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Above Average,,Average,,Average,,Below Average,,Above Average,,"100 PARK STREET, GLENS FALLS, NY 12801, (43.308335, -73.644551)"
3430,410005,RI,2904,4014563000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Above Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"200 HIGH SERVICE AVENUE, NORTH PROVIDENCE, RI 02904, (41.855768, -71.458481)"
3431,400117,PR,614,7876501031,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"55 PALM ST, ARECIBO, PR 00614, (18.473047, -66.716452)"
3432,370006,OK,74601,5807653301,Acute Care Hospitals,Proprietary,1,3.0,,Average,,Above Average,,Average,,Average,,Average,,Above Average,,Average,,"1900 NORTH 14TH STREET, PONCA CITY, OK 74601, (36.724088, -97.067281)"
3433,330100,NY,10003,2129794000,Acute Care Hospitals,Voluntary non-profit - Private,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"310 EAST 14TH STREET, NEW YORK, NY 10003, (40.732269, -73.984761)"
3434,380022,OR,97321,5418124000,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Below Average,,Average,,Average,,Average,,Above Average,,Average,,"1046 6TH AVENUE SW, ALBANY, OR 97321, (44.63209, -123.116568)"
3435,370113,OK,74344,9187862243,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Above Average,,Below Average,,Average,,Average,,Above Average,,Average,,"1001 EAST 18TH STREET, GROVE, OK 74344, (36.580086, -94.757259)"
3436,340073,NC,27609,9199543000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Average,,Above Average,,Above Average,,Below Average,,Average,,"3400 WAKE FOREST RD, RALEIGH, NC 27609, (35.829159, -78.619473)"
3437,410008,RI,2879,4017828000,Acute Care Hospitals,Voluntary non-profit - Private,1,5.0,,Average,,Above Average,,Above Average,,Above Average,,Average,,Average,,Average,,"100 KENYON AVE, WAKEFIELD, RI 02879, (41.432006, -71.496118)"
3438,351306,ND,58425,7017972221,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"1200 ROBERTS AVE NE, COOPERSTOWN, ND 58425, (47.445624, -98.11855)"
3439,390044,PA,19603,6109888000,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Above Average,,Below Average,,Above Average,,Average,,Above Average,,Below Average,,Average,,"SIXTH AVENUE AND SPRUCE ST, READING, PA 19603, (40.332428, -75.950021)"
3440,360261,OH,45669,7408869911,Acute Care Hospitals,Proprietary,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"5897 COUNTY ROAD 107, PROCTORVILLE, OH 45669, (38.440748, -82.393298)"
3441,420087,SC,29401,8437242800,Acute Care Hospitals,Proprietary,1,5.0,,Average,,Above Average,,Above Average,,Above Average,,Above Average,,Above Average,,Average,,"316 CALHOUN ST, CHARLESTON, SC 29401, (32.782372, -79.948734)"
3442,330215,NY,13440,3153387000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Average,,Average,,Below Average,,Below Average,,Average,,Average,,Average,,"1500 NORTH JAMES STREET, ROME, NY 13440, (43.228954, -75.444248)"
3443,420011,SC,29671,8648784791,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"123 MEDICAL PARK DRIVE PO BOX 188, PICKENS, SC 29671, (34.897174, -82.635592)"
3444,431312,SD,57430,6054482253,Critical Access Hospitals,Proprietary,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"413 9TH STREET, BRITTON, SD 57430, (45.789198, -97.745879)"
3445,330103,NY,14760,7163732600,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Below Average,,Average,,Below Average,,Below Average,,Average,,Average,,"515 MAIN STREET, OLEAN, NY 14760, (42.089448, -78.426977)"
3446,390265,PA,15025,4124695000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Average,,Average,,Average,,Average,,Average,,"565 COAL VALLEY ROAD, JEFFERSON HILLS, PA 15025, (40.31904, -79.934685)"
3447,371300,OK,74525,5808893333,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Average,,Unknown,Results are not available for this reporting period,Below Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"1200 WEST LIBERTY ROAD, ATOKA, OK 74525, (34.393879, -96.152995)"
3448,370022,OK,73523,5803795000,Acute Care Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Average,,Average,,Above Average,,Average,,Above Average,,Below Average,,"1200 EAST PECAN ST, ALTUS, OK 73523, (34.635273, -99.319119)"
3449,360118,OH,44903,4195268000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Below Average,,Average,,Below Average,,Average,,Average,,Average,,Above Average,,"335 GLESSNER AVENUE, MANSFIELD, OH 44903, (40.753365, -82.529517)"
3450,330065,NY,14302,7162784000,Acute Care Hospitals,Voluntary non-profit - Other,1,2.0,,Average,,Below Average,,Average,,Below Average,,Average,,Below Average,,Average,,"621 TENTH STREET, NIAGARA FALLS, NY 14302, (43.09408, -79.05048)"
3451,391304,PA,17764,5709231000,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Above Average,,Unknown,Results are not available for this reporting period,"1001 PINE STREET, RENOVO, PA 17764, (41.326938, -77.737445)"
3452,370001,OK,74104,9185791000,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Average,,Average,,Below Average,,Average,,Below Average,,Below Average,,"1120 SOUTH UTICA AVENUE, TULSA, OK 74104, (36.147164, -95.967141)"
3453,380060,OR,97216,5032572500,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Below Average,,Average,,Above Average,,Average,,Average,,Average,,Average,,"10123 SE MARKET STREET, PORTLAND, OR 97216, (45.511537, -122.559093)"
3454,360241,OH,44221,3304360910,Acute Care Hospitals,Government - Local,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"330 BROADWAY EAST, CUYAHOGA FALLS, OH 44221, (41.133597, -81.476972)"
3455,381303,OR,97138,5037177000,Critical Access Hospitals,Voluntary non-profit - Church,1,4.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"725 S WAHANNA ROAD, SEASIDE, OR 97138, (45.989367, -123.914805)"
3456,390048,PA,17044,7172485411,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Above Average,,Average,,Below Average,,Below Average,,Below Average,,Average,,Average,,"400 HIGHLAND AVENUE, LEWISTOWN, PA 17044, (40.617853, -77.567402)"
3457,340188,NC,28376,9100000000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"210 MEDICAL PAVILION DRIVE, RAEFORD, NC 28376, (35.031426, -79.108824)"
3458,330094,NY,12534,5188287601,Acute Care Hospitals,Voluntary non-profit - Private,1,1.0,,Average,,Below Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"71 PROSPECT AVENUE, HUDSON, NY 12534, (42.246254, -73.776128)"
3459,390071,PA,17745,5708935000,Acute Care Hospitals,Proprietary,1,3.0,,Average,,Average,,Average,,Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"24 CREE DRIVE, LOCK HAVEN, PA 17745, (41.132502, -77.471105)"
3460,381304,OR,97411,5413472426,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"900 11TH STREET SE, BANDON, OR 97411, (43.113244, -124.402432)"
3461,370171,OK,74464,9184583100,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,This hospitalÂ’s star rating only includes data reported on inpatient services,Average,,Average,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"100 S BLISS AVENUE, TAHLEQUAH, OK 74464, (35.912382, -94.949703)"
3462,340184,NC,28721,8284567311,Acute Care Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Average,,Average,,Average,,Above Average,,Average,,Average,,"262 LEROY GEORGE DRIVE, CLYDE, NC 28721, (35.527857, -82.945437)"
3463,360180,OH,44195,2164442200,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Above Average,,Below Average,,Above Average,,Above Average,,Average,,Above Average,,"9500 EUCLID AVENUE, CLEVELAND, OH 44195, (41.503438, -81.621528)"
3464,421300,SC,29827,8036323311,Critical Access Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"1787 ALLENDALE FAIRFAX RD, FAIRFAX, SC 29827, (32.966225, -81.247727)"
3465,370025,OK,74401,9186825501,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Below Average,,Average,,Below Average,,Above Average,,Average,,Below Average,,"300 ROCKEFELLER DRIVE, MUSKOGEE, OK 74401, (35.753648, -95.406187)"
3466,360230,OH,44124,4403124500,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Below Average,,Below Average,,Average,,Above Average,,Average,,Average,,"6780 MAYFIELD ROAD, MAYFIELD HEIGHTS, OH 44124, (41.520133, -81.434345)"
3467,390183,PA,18218,5706452131,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Average,,Above Average,,Average,,Average,,Average,,Average,,"360 W RUDDLE STREET, COALDALE, PA 18218, (40.821619, -75.914152)"
3468,400011,PR,792,7878520505,Acute Care Hospitals,Proprietary,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"300 FONT MARTELLO STREET, HUMACAO, PR 00792, (18.152882, -65.833345)"
3469,360009,OH,45804,4199984731,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Average,,Average,,Average,,Above Average,,Average,,Average,,"1001 BELLEFONTAINE AVENUE, LIMA, OH 45804, (40.735602, -84.087713)"
3470,381310,OR,97836,5416769133,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"564 E PIONEER DRIVE, HEPPNER, OR 97836, (45.356268, -119.54763)"
3471,380029,OR,97381,5038731500,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Average,,Above Average,,Average,,Average,,Unknown,Results are not available for this reporting period,"342 FAIRVIEW STREET, SILVERTON, OR 97381, (45.004492, -122.790747)"
3472,370153,OK,73651,5807263324,Acute Care Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"429 WEST ELM STREET, HOBART, OK 73651, (35.036823, -99.097973)"
3473,450124,TX,78701,5123247000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Average,,Average,,Below Average,,Below Average,,Above Average,,Below Average,,Average,,"601 E 15TH STREET, AUSTIN, TX 78701, (30.275055, -97.732977)"
3474,371329,OK,73737,5802273721,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"523 EAST STATE ROAD, FAIRVIEW, OK 73737, (36.275208, -98.474399)"
3475,450135,TX,76104,8172502100,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Below Average,,Above Average,,Above Average,,Above Average,,Above Average,,Below Average,,Above Average,,"1301 PENNSYLVANIA AVENUE, FORT WORTH, TX 76104, (32.73848, -97.339313)"
3476,360192,OH,44024,4402696000,Acute Care Hospitals,Voluntary non-profit - Private,0,4.0,,Average,,Above Average,,Average,,Above Average,,Above Average,,Average,,Average,,"13207 RAVENNA RD, CHARDON, OH 44024, (41.507669, -81.193601)"
3477,390321,PA,18104,6108719110,Acute Care Hospitals,Physician,0,4.0,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Above Average,,Average,,Unknown,Results are not available for this reporting period,Average,,"1503 CEDAR CREST BOULEVARD, ALLENTOWN, PA 18104, (40.61219, -75.53275)"
3478,340142,NC,28557,2528086000,Acute Care Hospitals,Proprietary,1,3.0,,Below Average,,Average,,Average,,Above Average,,Above Average,,Average,,Average,,"3500 ARENDELL ST, MOREHEAD CITY, NC 28557, (34.724815, -76.754134)"
3479,420055,SC,29574,8434312000,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Average,,Below Average,,Below Average,,Above Average,,Average,,Average,,"2829 E HWY 76, MULLINS, SC 29574, (34.189232, -79.321945)"
3480,440148,TN,37166,6152155000,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Average,,Average,,Average,,Below Average,,Above Average,,Unknown,Results are not available for this reporting period,"520 W MAIN ST, SMITHVILLE, TN 37166, (35.95938, -85.829685)"
3481,351332,ND,58368,7017765261,Critical Access Hospitals,Voluntary non-profit - Other,1,3.0,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,"800 S MAIN AVE, RUGBY, ND 58368, (48.363491, -99.996111)"
3482,381308,OR,97338,5036238301,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"525 SE WASHINGTON STREET, DALLAS, OR 97338, (44.919404, -123.310383)"
3483,440029,TN,37067,6154355000,Acute Care Hospitals,Government - Hospital District or Authority,1,4.0,,Average,,Average,,Above Average,,Above Average,,Average,,Above Average,,Average,,"4321 CAROTHERS PARKWAY, FRANKLIN, TN 37067, (35.916248, -86.817105)"
3484,340068,NC,28472,9106428011,Acute Care Hospitals,Voluntary non-profit - Other,1,2.0,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,"500 JEFFERSON ST, WHITEVILLE, NC 28472, (34.338657, -78.693644)"
3485,450132,TX,79761,4326404000,Acute Care Hospitals,Government - Hospital District or Authority,1,2.0,,Below Average,,Below Average,,Average,,Below Average,,Average,,Average,,Average,,"500 W 4TH STREET, ODESSA, TX 79761, (31.844399, -102.37491)"
3486,440011,TN,37804,8659837211,Acute Care Hospitals,Government - Local,1,2.0,,Average,,Average,,Below Average,,Below Average,,Average,,Above Average,,Above Average,,"907 E LAMAR ALEXANDER PARKWAY, MARYVILLE, TN 37804, (35.754975, -83.958602)"
3487,340130,NC,28110,7042833100,Acute Care Hospitals,Government - Hospital District or Authority,1,2.0,,Below Average,,Below Average,,Above Average,,Below Average,,Average,,Average,,Above Average,,"600 HOSPITAL DR, MONROE, NC 28110, (34.975111, -80.522853)"
3488,381321,OR,97850,5419638421,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,"900 SUNSET DRIVE, LA GRANDE, OR 97850, (45.319464, -118.104828)"
3489,381306,OR,97828,5414263111,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"601 MEDICAL PARKWAY, ENTERPRISE, OR 97828, (45.431755, -117.281385)"
3490,440058,TN,37398,9319678295,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Average,,Below Average,,Below Average,,Below Average,,Above Average,,Average,,"185 HOSPITAL ROAD, WINCHESTER, TN 37398, (35.175941, -86.091121)"
3491,390117,PA,15537,8146236161,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Average,,Average,,Average,,Average,,Above Average,,Average,,"10455 LINCOLN HIGHWAY, EVERETT, PA 15537, (40.024805, -78.434419)"
3492,360145,OH,44035,4403297500,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Below Average,,Below Average,,Below Average,,Average,,Above Average,,"630 EAST RIVER STREET, ELYRIA, OH 44035, (41.366935, -82.097791)"
3493,351310,ND,58545,7017482225,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"510 8TH AVENUE NE, HAZEN, ND 58545, (47.298286, -101.61156)"
3494,450865,TX,78737,5123249000,Acute Care Hospitals,Voluntary non-profit - Private,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Average,,Average,,Unknown,Results are not available for this reporting period,"7900 FM 1826, AUSTIN, TX 78737, (30.22696, -97.88951)"
3495,390220,PA,19390,6108691000,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Above Average,,Average,,Below Average,,Average,,Below Average,,Average,,"1015 WEST BALTIMORE PIKE, WEST GROVE, PA 19390, (39.822885, -75.886801)"
3496,440082,TN,37205,6152222111,Acute Care Hospitals,Voluntary non-profit - Church,1,4.0,,Average,,Average,,Above Average,,Above Average,,Above Average,,Above Average,,Above Average,,"4220 HARDING RD, PO BOX 380, NASHVILLE, TN 37205, (36.128007, -86.842998)"
3497,390102,PA,15215,4127844000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Average,,Above Average,,Average,,Above Average,,Average,,Average,,"815 FREEPORT ROAD, PITTSBURGH, PA 15215, (40.487472, -79.896038)"
3498,363305,OH,43205,6147222000,Childrens,Voluntary non-profit - Private,1,3.0,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"700 CHILDREN'S DRIVE, COLUMBUS, OH 43205, (39.952368, -82.979161)"
3499,360239,OH,45342,9373848776,Acute Care Hospitals,Voluntary non-profit - Church,1,4.0,,Average,,Average,,Above Average,,Above Average,,Above Average,,Above Average,,Average,,"4000 MIAMISBURG-CENTERVILLE ROAD, MIAMISBURG, OH 45342, (39.63982, -84.25126)"
3500,380020,OR,97477,5417264400,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Above Average,,Below Average,,Average,,Above Average,,Above Average,,Average,,"1460 G STREET, SPRINGFIELD, OR 97477, (44.0524, -123.002589)"
3501,340173,NC,27518,9193502550,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Below Average,,Above Average,,Average,,Average,,Below Average,,Above Average,,"1900 KILDARE FARM ROAD, CARY, NC 27518, (35.740086, -78.779983)"
3502,430091,SD,57703,6057214700,Acute Care Hospitals,Physician,0,5.0,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Above Average,,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"216 ANAMARIA DR, RAPID CITY, SD 57703, (44.045875, -103.223157)"
3503,360089,OH,44883,4194557000,Acute Care Hospitals,Voluntary non-profit - Church,1,4.0,,Average,,Average,,Above Average,,Above Average,,Average,,Above Average,,Average,,"45 ST LAWRENCE DRIVE, TIFFIN, OH 44883, (41.105138, -83.217094)"
3504,390145,PA,15601,4128325050,Acute Care Hospitals,Voluntary non-profit - Other,1,4.0,,Average,,Above Average,,Average,,Above Average,,Average,,Average,,Average,,"532 WEST PITTSBURGH STREET, GREENSBURG, PA 15601, (40.301324, -79.555558)"
